	Row.names	domain	phylum	class	order	family	genus	species	LBT-5	LBT-7	LBT-90	LBT-92	LBT-94	LBT-97	LBT89	LBT96	EPR-BT43	EPR-BT44	EPR-BT50	EPR-BT51	EPR-BT65	EPR-BT66	EPR-BT71
6414	ASV_15770	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6415	ASV_15771	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6416	ASV_15772	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6417	ASV_15773	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6418	ASV_15774	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6419	ASV_15775	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6420	ASV_15776	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6421	ASV_15777	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6422	ASV_15778	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6423	ASV_15779	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6424	ASV_1578	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA	0	0	0	0	0	0	0	0	0	0	14	9	0	2	0
6425	ASV_15780	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6426	ASV_15781	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6427	ASV_15782	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
6428	ASV_15783	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6429	ASV_15784	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430	ASV_15785	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6431	ASV_15786	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6432	ASV_15787	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6433	ASV_15788	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6434	ASV_15789	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6435	ASV_1579	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas	NA	0	0	0	0	0	0	0	0	0	0	413	565	257	45	0
6436	ASV_15790	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6437	ASV_15791	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6438	ASV_15792	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6439	ASV_15793	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
6440	ASV_15794	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
6441	ASV_15795	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6442	ASV_15796	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6443	ASV_15797	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6444	ASV_15798	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6445	ASV_15799	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6446	ASV_158	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	4	0	2	5	8	9066
6447	ASV_1580	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6448	ASV_15800	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6449	ASV_15801	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6450	ASV_15802	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_4	Marinicella	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6451	ASV_15803	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6452	ASV_15804	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6453	ASV_15805	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6454	ASV_15806	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6455	ASV_15807	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6456	ASV_15808	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
6457	ASV_15809	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6458	ASV_1581	Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6459	ASV_15810	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6460	ASV_15811	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6461	ASV_15812	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6462	ASV_15813	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6463	ASV_15814	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6464	ASV_15815	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6465	ASV_15816	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6466	ASV_15817	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6467	ASV_15818	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6468	ASV_15819	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6469	ASV_1582	Bacteria	Proteobacteria	Gammaproteobacteria	OM182 clade	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6470	ASV_15820	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6471	ASV_15821	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6472	ASV_15822	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6473	ASV_15823	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6474	ASV_15824	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6475	ASV_15825	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6476	ASV_15826	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6477	ASV_15827	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6478	ASV_15828	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6479	ASV_15829	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6480	ASV_1583	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6481	ASV_15830	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
6482	ASV_15831	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6483	ASV_15832	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6484	ASV_15833	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	2	0	5	0	0
6485	ASV_15834	Bacteria	WOR-1	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6486	ASV_15835	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
6487	ASV_15836	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
6488	ASV_15837	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6489	ASV_15838	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0
6490	ASV_15839	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6491	ASV_1584	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma	NA	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0
6492	ASV_15840	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6493	ASV_15841	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6494	ASV_15842	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6495	ASV_15843	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
6496	ASV_15844	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
6497	ASV_15845	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
6498	ASV_15846	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
6499	ASV_15847	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	NA	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
6500	ASV_15848	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	5	0	6	0	2	0
6501	ASV_15849	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6502	ASV_1585	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2	NA	0	0	0	0	0	0	0	0	0	49	0	5	16	1	0
6503	ASV_15850	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6504	ASV_15851	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6505	ASV_15852	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6506	ASV_15853	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6507	ASV_15854	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6508	ASV_15855	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6509	ASV_15856	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6510	ASV_15857	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0
6511	ASV_15858	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6512	ASV_15859	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6513	ASV_1586	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA	0	0	0	0	0	0	0	0	0	7	26	3	6	0	17
6514	ASV_15860	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6515	ASV_15861	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6516	ASV_15862	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6517	ASV_15863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6518	ASV_15864	Bacteria	Proteobacteria	Gammaproteobacteria	OM182 clade	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6519	ASV_15865	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6520	ASV_15866	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6521	ASV_15867	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6522	ASV_15868	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6523	ASV_15869	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6524	ASV_1587	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	0	0	0	0	0	0	0	0	0	211	223	134	73	0	2
6525	ASV_15870	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6526	ASV_15871	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6527	ASV_15872	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6528	ASV_15873	Bacteria	Myxococcota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6529	ASV_15874	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6530	ASV_15875	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6531	ASV_15876	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6532	ASV_15877	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6533	ASV_15878	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6534	ASV_15879	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
6535	ASV_1588	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	1	9	297	173	333	286	0	0	0	0	0	0	0	0	0
6536	ASV_15880	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA	NA	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0
6537	ASV_15881	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
6538	ASV_15882	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0
6539	ASV_15883	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6540	ASV_15884	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6541	ASV_15885	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6542	ASV_15886	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6543	ASV_15887	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6544	ASV_15888	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0
6545	ASV_15889	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	3	3	4	0	0
6546	ASV_1589	Bacteria	Desulfobacterota	Desulfuromonadia	NA	Desulfuromonadaceae	Desulfuromonas	NA	0	0	0	0	0	0	0	0	0	5	4	0	0	0	4
6547	ASV_15890	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0
6548	ASV_15891	Bacteria	Nitrospirota	BMS9AB35	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6549	ASV_15892	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6550	ASV_15893	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05 cluster	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6551	ASV_15894	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6552	ASV_15895	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6553	ASV_15896	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6554	ASV_15897	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6555	ASV_15898	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6556	ASV_15899	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
6557	ASV_159	Bacteria	NA	NA	NA	NA	NA	NA	36	571	0	0	0	0	0	0	0	0	0	0	0	0	0
6558	ASV_1590	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	NA	0	0	0	0	0	0	0	0	0	0	513	608	101	38	0
6559	ASV_15900	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0
6560	ASV_15901	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0
6561	ASV_15902	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0
6562	ASV_15903	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA	0	0	0	0	0	0	0	0	0	5	0	7	0	3	0
6563	ASV_15904	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	4	0	9	2	0	0
6564	ASV_15905	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	7	7	0	0	0
6565	ASV_15906	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6566	ASV_15907	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6567	ASV_15908	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Oceanithermus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6568	ASV_15909	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6569	ASV_1591	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA	0	0	892	120	87	27	41	43	0	0	0	0	0	0	0
6570	ASV_15910	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6571	ASV_15911	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6572	ASV_15912	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	IheB2-23	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6573	ASV_15913	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6574	ASV_15914	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6575	ASV_15915	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6576	ASV_15916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6577	ASV_15917	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6578	ASV_15918	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
6579	ASV_15919	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6580	ASV_1592	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	225	104	71	10	0	6
6581	ASV_15920	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pontivivens	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6582	ASV_15921	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6583	ASV_15922	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6584	ASV_15923	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6585	ASV_15924	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6586	ASV_15925	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6587	ASV_15926	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
6588	ASV_15927	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6589	ASV_15928	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales Incertae Sedis	Ichthyobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590	ASV_15929	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6591	ASV_1593	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA	0	0	20	0	0	0	0	0	0	0	423	399	392	0	0
6592	ASV_15930	Bacteria	Campilobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Caminibacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6593	ASV_15931	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6594	ASV_15932	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
